lemma,log_ratio,g_squared,p_value,p_value_fdr,register,relative_frequency
ὠκύς,-1.3873256385274757,-50.3746040553746,1.270274756164722e-12,1.8748809690550537e-10,Narrative,0.0011261155582248665
ἠιών,-1.3803569692113824,-6.599646268088246,0.010199902987735574,0.08792190966784773,Narrative,0.00011261155582248665
παπταίνω,-1.3803569692113824,-12.146527155747714,0.0004917935507143099,0.008747270913656426,Narrative,0.0002439917042820544
Μελάνθιος,-1.3803569692113824,-6.599646268088246,0.010199902987735574,0.08792190966784773,Narrative,0.00011261155582248665
κοσμέω,-1.3803569692113824,-6.599646268088246,0.010199902987735574,0.08792190966784773,Narrative,0.00011261155582248665
αἰγίς,-1.3803569692113824,-6.599646268088246,0.010199902987735574,0.08792190966784773,Narrative,0.00011261155582248665
τέκτων,-1.3803569692113824,-6.599646268088246,0.010199902987735574,0.08792190966784773,Narrative,0.00011261155582248665
ἐμμεμαώς,-1.3803569692113824,-6.599646268088246,0.010199902987735574,0.08792190966784773,Narrative,0.00011261155582248665
βαίνω,-1.3689282733877595,-162.6149770478318,3.036234844822635e-37,6.385960937373206e-34,Narrative,0.0038006400090089243
πέπνυμαι,-1.3650894970805936,-33.64680166368139,6.608344470652957e-09,5.450588434470914e-07,Narrative,0.0007601280018017848
ἱμάς,-1.3620078305431857,-9.92872483070166,0.0016271922371432872,0.021660709321339358,Narrative,0.00019707022268935164
εἰκός,-1.3620078305431857,-9.92872483070166,0.0016271922371432872,0.021660709321339358,Narrative,0.00019707022268935164
εὔξεστος,-1.3620078305431857,-9.92872483070166,0.0016271922371432872,0.021660709321339358,Narrative,0.00019707022268935164
ἡνία,-1.354039660894009,-13.32085656325908,0.00026247025063616856,0.005147231278792741,Narrative,0.00028152888955621663
ἄχνη,-1.3338369535764893,-4.447319828916774,0.034956067355226085,0.180060652731698,Narrative,6.569007422978388e-05
ῥιπή,-1.3338369535764893,-4.447319828916774,0.034956067355226085,0.180060652731698,Narrative,6.569007422978388e-05
συβώτης,-1.3338369535764893,-28.209374238030115,1.0887598221956406e-07,6.735100282449945e-06,Narrative,0.0006569007422978388
Ἀσκάλαφος,-1.3338369535764893,-4.447319828916774,0.034956067355226085,0.180060652731698,Narrative,6.569007422978388e-05
χαλκοβαρής,-1.3338369535764893,-4.447319828916774,0.034956067355226085,0.180060652731698,Narrative,6.569007422978388e-05
ὀτρηρός,-1.3338369535764893,-4.447319828916774,0.034956067355226085,0.180060652731698,Narrative,6.569007422978388e-05
ὑπερβαίνω,-1.3338369535764893,-4.447319828916774,0.034956067355226085,0.180060652731698,Narrative,6.569007422978388e-05
ἕσπερος,-1.3338369535764893,-4.447319828916774,0.034956067355226085,0.180060652731698,Narrative,6.569007422978388e-05
ἕρμα,-1.3338369535764893,-4.447319828916774,0.034956067355226085,0.180060652731698,Narrative,6.569007422978388e-05
πρόσειμι,-1.3338369535764893,-4.447319828916774,0.034956067355226085,0.180060652731698,Narrative,6.569007422978388e-05
ἀγνοέω,-1.3338369535764893,-4.447319828916774,0.034956067355226085,0.180060652731698,Narrative,6.569007422978388e-05
τρητός,-1.3338369535764893,-4.447319828916774,0.034956067355226085,0.180060652731698,Narrative,6.569007422978388e-05
ἔλαιον,-1.3338369535764893,-11.100713802715902,0.0008629449875308748,0.013469306456581169,Narrative,0.00023460740796351387
ἀμφιχέω,-1.3338369535764893,-4.447319828916774,0.034956067355226085,0.180060652731698,Narrative,6.569007422978388e-05
ἐφέζομαι,-1.3338369535764893,-4.447319828916774,0.034956067355226085,0.180060652731698,Narrative,6.569007422978388e-05
ποιπνύω,-1.3338369535764893,-4.447319828916774,0.034956067355226085,0.180060652731698,Narrative,6.569007422978388e-05
πτύξ,-1.3338369535764893,-4.447319828916774,0.034956067355226085,0.180060652731698,Narrative,6.569007422978388e-05
προρέω,-1.3338369535764893,-4.447319828916774,0.034956067355226085,0.180060652731698,Narrative,6.569007422978388e-05
̓ὀδυσσεύς,-1.3338369535764893,-4.447319828916774,0.034956067355226085,0.180060652731698,Narrative,6.569007422978388e-05
οἰνοχοέω,-1.3338369535764893,-4.447319828916774,0.034956067355226085,0.180060652731698,Narrative,6.569007422978388e-05
γηθόσυνος,-1.3338369535764893,-4.447319828916774,0.034956067355226085,0.180060652731698,Narrative,6.569007422978388e-05
διίστημι,-1.3338369535764893,-4.447319828916774,0.034956067355226085,0.180060652731698,Narrative,6.569007422978388e-05
καταβάλλω,-1.3338369535764893,-4.447319828916774,0.034956067355226085,0.180060652731698,Narrative,6.569007422978388e-05
νειός,-1.3338369535764893,-4.447319828916774,0.034956067355226085,0.180060652731698,Narrative,6.569007422978388e-05
Λαοδάμας,-1.3338369535764893,-4.447319828916774,0.034956067355226085,0.180060652731698,Narrative,6.569007422978388e-05
βυσσοδομεύω,-1.3338369535764893,-4.447319828916774,0.034956067355226085,0.180060652731698,Narrative,6.569007422978388e-05
κλόνος,-1.3338369535764893,-4.447319828916774,0.034956067355226085,0.180060652731698,Narrative,6.569007422978388e-05
γναθμός,-1.3338369535764893,-4.447319828916774,0.034956067355226085,0.180060652731698,Narrative,6.569007422978388e-05
βριαρός,-1.3338369535764893,-4.447319828916774,0.034956067355226085,0.180060652731698,Narrative,6.569007422978388e-05
Μελάνιππος,-1.3338369535764893,-4.447319828916774,0.034956067355226085,0.180060652731698,Narrative,6.569007422978388e-05
αὖος,-1.3338369535764893,-4.447319828916774,0.034956067355226085,0.180060652731698,Narrative,6.569007422978388e-05
δίνη,-1.3338369535764893,-4.447319828916774,0.034956067355226085,0.180060652731698,Narrative,6.569007422978388e-05
βόειος,-1.3338369535764893,-4.447319828916774,0.034956067355226085,0.180060652731698,Narrative,6.569007422978388e-05
μεταφωνέω,-1.3338369535764893,-4.447319828916774,0.034956067355226085,0.180060652731698,Narrative,6.569007422978388e-05
ξίφος,-1.3242675025603388,-25.99585940105287,3.421503936046267e-07,1.9190075075971496e-05,Narrative,0.000609979260705136
ἀργύρεος,-1.3178366122300484,-15.714914105772406,7.364122934830049e-05,0.0019121717978618888,Narrative,0.0003566032601045411
καλύπτω,-1.3048494167032372,-33.08741437305448,8.810718920074845e-09,7.196560997532978e-07,Narrative,0.0008070494833944876
φλόξ,-1.3048494167032372,-8.880571042172722,0.00288221379848109,0.033035510472236254,Narrative,0.00018768592637081108
ζώννυμι,-1.2850467894070574,-5.499659749092416,0.019020174184566363,0.13094658380912994,Narrative,0.0001032272595039461
πραπίδες,-1.2850467894070574,-5.499659749092416,0.019020174184566363,0.13094658380912994,Narrative,0.0001032272595039461
Πάρις,-1.2850467894070574,-5.499659749092416,0.019020174184566363,0.13094658380912994,Narrative,0.0001032272595039461
ἠχή,-1.2850467894070574,-5.499659749092416,0.019020174184566363,0.13094658380912994,Narrative,0.0001032272595039461
ἀργυρόπεζα,-1.2850467894070574,-5.499659749092416,0.019020174184566363,0.13094658380912994,Narrative,0.0001032272595039461
πειρητίζω,-1.2850467894070574,-5.499659749092416,0.019020174184566363,0.13094658380912994,Narrative,0.0001032272595039461
δοάσσατο,-1.2850467894070574,-5.499659749092416,0.019020174184566363,0.13094658380912994,Narrative,0.0001032272595039461
ὀξυόεις,-1.2850467894070574,-5.499659749092416,0.019020174184566363,0.13094658380912994,Narrative,0.0001032272595039461
ἐρωή,-1.2850467894070574,-5.499659749092416,0.019020174184566363,0.13094658380912994,Narrative,0.0001032272595039461
ἀσπιστής,-1.2850467894070574,-5.499659749092416,0.019020174184566363,0.13094658380912994,Narrative,0.0001032272595039461
ἄκρος,-1.2850467894070574,-19.36308758946401,1.0807599263233224e-05,0.0003711197249044127,Narrative,0.00046921481592702773
θρόνος,-1.2773247433131472,-20.587390585785688,5.697011678520972e-06,0.00022189332986757843,Narrative,0.0005067520012011899
πορφύρεος,-1.2706580519549577,-11.28374969521205,0.0007818847270191005,0.01250569621371044,Narrative,0.0002627602969191355
ἀήρ,-1.2706580519549577,-11.28374969521205,0.0007818847270191005,0.01250569621371044,Narrative,0.0002627602969191355
σιωπή,-1.2706580519549577,-11.28374969521205,0.0007818847270191005,0.01250569621371044,Narrative,0.0002627602969191355
τρόμος,-1.2597289814227675,-6.66042828162954,0.00985772209294033,0.08693188256594024,Narrative,0.00014076444477810832
τελαμών,-1.2597289814227675,-6.66042828162954,0.00985772209294033,0.08693188256594024,Narrative,0.00014076444477810832
ῥίς,-1.2597289814227675,-6.66042828162954,0.00985772209294033,0.08693188256594024,Narrative,0.00014076444477810832
τετίημαι,-1.2597289814227675,-6.66042828162954,0.00985772209294033,0.08693188256594024,Narrative,0.00014076444477810832
νεφεληγερέτα,-1.251145237731376,-13.72492705719046,0.00021162698404065747,0.004439944680134791,Narrative,0.00033783466746745996
πίμπλημι,-1.251145237731376,-13.72492705719046,0.00021162698404065747,0.004439944680134791,Narrative,0.00033783466746745996
ὄζος,-1.2442247948868024,-7.857457052886203,0.0050611525313924545,0.053273214766056384,Narrative,0.00017830163005227054
αἱματόεις,-1.2442247948868024,-7.857457052886203,0.0050611525313924545,0.053273214766056384,Narrative,0.00017830163005227054
ὅμιλος,-1.2385267737721646,-31.68254660606327,1.815464339930635e-08,1.3637054903425388e-06,Narrative,0.0008445866686686499
κῆρυξ,-1.2385267737721646,-31.68254660606327,1.815464339930635e-08,1.3637054903425388e-06,Narrative,0.0008445866686686499
ἀναίσσω,-1.2337534950195068,-9.071082166457899,0.0025968334446129816,0.03172423225954271,Narrative,0.00021583881532643274
οἰμώζω,-1.2337534950195068,-9.071082166457899,0.0025968334446129816,0.03172423225954271,Narrative,0.00021583881532643274
γῆρας,1.2067803032255169,11.597488564182797,0.0006604094269343104,0.01085741234300645,Speech,0.0003284503711489194
ἐφίημι,1.2067803032255169,11.597488564182797,0.0006604094269343104,0.01085741234300645,Speech,0.0003284503711489194
ὅρκος,1.2067803032255169,11.597488564182797,0.0006604094269343104,0.01085741234300645,Speech,0.0003284503711489194
Ἐρινύς,1.2182089990491394,5.097356454899878,0.023962336023379934,0.1492191953846746,Speech,0.00011261155582248665
ὠκύπορος,1.2182089990491394,5.097356454899878,0.023962336023379934,0.1492191953846746,Speech,0.00011261155582248665
φυτεύω,1.2182089990491394,5.097356454899878,0.023962336023379934,0.1492191953846746,Speech,0.00011261155582248665
ἀρνειός,1.2182089990491394,5.097356454899878,0.023962336023379934,0.1492191953846746,Speech,0.00011261155582248665
βιάω,1.2182089990491394,5.097356454899878,0.023962336023379934,0.1492191953846746,Speech,0.00011261155582248665
ἄποινα,1.2182089990491394,9.14194752937098,0.002498150537010807,0.03172423225954271,Speech,0.0002439917042820544
Παναχαιοί,1.2182089990491394,5.097356454899878,0.023962336023379934,0.1492191953846746,Speech,0.00011261155582248665
Ἀΐδης,1.2182089990491394,5.097356454899878,0.023962336023379934,0.1492191953846746,Speech,0.00011261155582248665
μιμνήσκω,1.2182089990491394,33.92063528250266,5.740659669529503e-09,4.829616979975171e-07,Speech,0.001032272595039461
ἄντρον,1.2182089990491394,5.097356454899878,0.023962336023379934,0.1492191953846746,Speech,0.00011261155582248665
εὐχωλή,1.2182089990491394,5.097356454899878,0.023962336023379934,0.1492191953846746,Speech,0.00011261155582248665
ὕβρις,1.240681854901198,6.727659046995165,0.00949291047200632,0.08406721663262018,Speech,0.00015953303741518941
δαίτη,1.240681854901198,6.727659046995165,0.00949291047200632,0.08406721663262018,Speech,0.00015953303741518941
δαίμων,1.2457969555679684,19.881408967170508,8.239772945634273e-06,0.0002987983180673325,Speech,0.0005630577791124333
ὄνομα,1.2539270816512187,8.37031232510519,0.0038140006786823717,0.04210917022277532,Speech,0.0002064545190078922
βούλομαι,1.273471677724189,13.321526498419393,0.0002623764919924587,0.005147231278792741,Speech,0.0003472189637860005
ἀρετή,1.273471677724189,13.321526498419393,0.0002623764919924587,0.005147231278792741,Speech,0.0003472189637860005
φθίω,1.273471677724189,13.321526498419393,0.0002623764919924587,0.005147231278792741,Speech,0.0003472189637860005
ἦμαρ,1.2792448896355084,62.11079875411943,3.246661457237837e-15,7.80404652564055e-13,Speech,0.0017736320042041648
μέμονα,1.305220376038769,6.043031315361344,0.013961292047030052,0.1097814448416888,Speech,0.0001219958521410272
δόλος,1.305220376038769,15.852498802923856,6.847605595265028e-05,0.0018164865888838013,Speech,0.0004035247416972438
κρατέω,1.305220376038769,6.043031315361344,0.013961292047030052,0.1097814448416888,Speech,0.0001219958521410272
Ἀίδης,1.305220376038769,6.043031315361344,0.013961292047030052,0.1097814448416888,Speech,0.0001219958521410272
διαπέρθω,1.305220376038769,6.043031315361344,0.013961292047030052,0.1097814448416888,Speech,0.0001219958521410272
Ὀλύμπιος,1.305220376038769,15.852498802923856,6.847605595265028e-05,0.0018164865888838013,Speech,0.0004035247416972438
ἔναυλος,1.3052203760387693,3.883813253598524,0.04875370677547618,0.21452140957221816,Speech,2.8152888955621663e-05
ἄποτμος,1.3052203760387693,3.883813253598524,0.04875370677547618,0.21452140957221816,Speech,2.8152888955621663e-05
χείρων,1.3052203760387693,7.646034682349818,0.005689725169974023,0.055402381776610485,Speech,0.00016891733373372998
δεκάς,1.3052203760387693,3.883813253598524,0.04875370677547618,0.21452140957221816,Speech,2.8152888955621663e-05
ἀπόλεμος,1.3052203760387693,3.883813253598524,0.04875370677547618,0.21452140957221816,Speech,2.8152888955621663e-05
ἐφομαρτέω,1.3052203760387693,3.883813253598524,0.04875370677547618,0.21452140957221816,Speech,2.8152888955621663e-05
θεοπροπέω,1.3052203760387693,3.883813253598524,0.04875370677547618,0.21452140957221816,Speech,2.8152888955621663e-05
ἀπαφίσκω,1.3052203760387693,3.883813253598524,0.04875370677547618,0.21452140957221816,Speech,2.8152888955621663e-05
κατήφεια,1.3052203760387693,3.883813253598524,0.04875370677547618,0.21452140957221816,Speech,2.8152888955621663e-05
ἀποδατέομαι,1.3052203760387693,3.883813253598524,0.04875370677547618,0.21452140957221816,Speech,2.8152888955621663e-05
ἔμβρυον,1.3052203760387693,3.883813253598524,0.04875370677547618,0.21452140957221816,Speech,2.8152888955621663e-05
χράομαι,1.3052203760387693,3.883813253598524,0.04875370677547618,0.21452140957221816,Speech,2.8152888955621663e-05
ἀπονέομαι,1.3052203760387693,7.646034682349818,0.005689725169974023,0.055402381776610485,Speech,0.00016891733373372998
χαλεπαίνω,1.3052203760387693,7.646034682349818,0.005689725169974023,0.055402381776610485,Speech,0.00016891733373372998
φονεύς,1.3052203760387693,3.883813253598524,0.04875370677547618,0.21452140957221816,Speech,2.8152888955621663e-05
ἅδην,1.3052203760387693,3.883813253598524,0.04875370677547618,0.21452140957221816,Speech,2.8152888955621663e-05
λωβάομαι,1.3052203760387693,3.883813253598524,0.04875370677547618,0.21452140957221816,Speech,2.8152888955621663e-05
λωβητήρ,1.3052203760387693,3.883813253598524,0.04875370677547618,0.21452140957221816,Speech,2.8152888955621663e-05
ἅζομαι,1.3052203760387693,4.516298989474958,0.033573382911734465,0.180060652731698,Speech,7.507437054832444e-05
φράτρα,1.3052203760387693,3.883813253598524,0.04875370677547618,0.21452140957221816,Speech,2.8152888955621663e-05
φειδώ,1.3052203760387693,3.883813253598524,0.04875370677547618,0.21452140957221816,Speech,2.8152888955621663e-05
λόχος,1.3052203760387693,7.646034682349818,0.005689725169974023,0.055402381776610485,Speech,0.00016891733373372998
θῆλυς,1.3052203760387693,9.273348682059183,0.0023251221576531876,0.029728347587137185,Speech,0.00021583881532643274
